term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Black_Caribbean,,41835,14905943,623459,405147,218312,4.2,2.7,1.5,4460,10.7,1413527,223583,118048,105535,15.8,8.4,7.5,308602,31553,1770,23,25,9005,.,9892,43756,404626,44524,31449,128055,13925,217953,622579
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Black_African,,151960,53283772,1396893,1050517,346376,2.6,2,0.7,6350,4.2,1587512,253395,155049,98346,16,9.8,6.2,726456,91544,104825,134,49,20830,.,10928,91763,1046529,97823,25038,193124,28692,344677,1391206
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Any_other_black_background,,30415,10663985,357886,247151,110735,3.4,2.3,1,2185,7.2,630626,103263,58291,44972,16.4,9.2,7.1,181510,20575,8999,16,12,6389,.,3978,24765,246244,26131,11343,64797,7951,110222,356466
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Major_Chinese,,17800,6256279,147872,110410,37462,2.4,1.8,0.6,525,2.9,142810,20541,12050,8491,14.4,8.4,5.9,75586,12260,520,16,147,9365,.,211,11349,109454,24753,1945,8649,1729,37076,146530
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Major_Any_Other_Ethnic_Group,,74990,25950480,1078553,749542,329011,4.2,2.9,1.3,6560,8.7,1833390,281390,158171,123219,15.3,8.6,6.7,513419,60936,85538,34,331,23173,.,2802,59566,745799,137443,14121,156193,18068,325825,1071624
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Minority_Ethnic_Group,,1268020,447831960,18774582,13393511,5381071,4.2,3,1.2,117175,9.2,35656806,5615214,3280049,2335165,15.7,9.2,6.5,9828804,939307,944647,853,132616,376725,.,78671,1000039,13301662,2092796,323001,2656638,268195,5340630,18642292
six half terms,201617,National,E92000001,England,State-funded primary,,Ethnicity_Major_Unclassified,,46785,12185043,571826,400256,171570,4.7,3.3,1.4,6360,13.6,1279056,226106,130825,95281,17.7,10.2,7.4,294931,29436,12713,14,3201,13331,.,3264,38070,394960,52272,13195,93570,10464,169501,564461
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_1_and_below,,684020,246205902,10863576,8142198,2721378,4.4,3.3,1.1,64470,9.4,21260007,3258812,2138247,1120565,15.3,10.1,5.3,6494414,608700,163694,231,34390,245925,.,32726,470284,8050364,1225886,202442,1141660,120038,2690026,10740390
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_2,,668635,241657516,9619603,7044535,2575068,4,2.9,1.1,51630,7.7,16966801,2598945,1632252,966693,15.3,9.6,5.7,5507945,542409,163708,168,34477,230301,.,39693,448026,6966727,1176938,184895,1075474,108886,2546193,9512920
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_3,,657125,236885342,9168944,6670172,2498772,3.9,2.8,1.1,49780,7.6,16312376,2510156,1556214,953942,15.4,9.5,5.8,5152116,520700,166976,277,33255,222854,.,51036,442919,6590133,1109592,180972,1069363,109610,2469537,9059670
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_4,,658720,238170658,9336387,6855034,2481353,3.9,2.9,1,51085,7.8,16836148,2596116,1640263,955853,15.4,9.7,5.7,5319606,516325,168681,418,31522,219687,.,59539,456262,6772040,1072316,171467,1096323,110771,2450877,9222917
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_5,,618190,224107236,8906648,6606404,2300244,4,2.9,1,49200,8,16388005,2550073,1633856,916217,15.6,10,5.6,5120287,491500,162384,339,32821,193068,.,64646,459459,6524504,959940,147427,1058048,107067,2272482,8796986
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_6,,587550,215834728,8515970,6376066,2139904,3.9,3,1,45005,7.7,15393658,2441984,1581148,860836,15.9,10.3,5.6,4886276,489780,156226,518,24453,165267,.,71743,503751,6298014,846695,132886,1031126,103432,2114139,8412153
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_7,,940,338174,15583,12286,3297,4.6,3.6,1,100,10.5,33438,6049,4426,1623,18.1,13.2,4.9,9140,1106,191,0,192,122,.,114,1421,12286,1421,69,1773,34,3297,15583
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_8,,410,140770,6580,4537,2043,4.7,3.2,1.5,45,10.8,13688,2314,1147,1167,16.9,8.4,8.5,3218,587,160,0,90,48,.,76,358,4537,687,79,1274,3,2043,6580
six half terms,201617,National,E92000001,England,State-funded primary,,NC_Year_Not_followed_or_missing,,33915,984938,162624,70207,92417,16.5,7.1,9.4,13910,41,374645,147572,59225,88347,39.4,15.8,23.6,26359,2629,5506,1,2596,551,.,2375,29188,69205,7508,1768,74586,7034,90896,160101
six half terms,201617,National,E92000001,England,State-funded primary,,FSM_eligible,,582100,205717268,12325529,8233224,4092305,6,4,2,105505,18.1,34788239,5751597,3332424,2419173,16.5,9.6,7,6337273,646323,186560,376,49017,119565,.,143268,663225,8145607,807122,449593,2572399,221955,4051069,12196676
six half terms,201617,National,E92000001,England,State-funded primary,,FSM_Not_eligible,,3293485,1197623058,44107762,33478008,10629754,3.7,2.8,0.9,205810,6.2,68415882,10212852,6855129,3357723,14.9,10,4.9,26155729,2524784,795460,1575,142183,1157707,.,176305,2119255,33072998,5586353,570644,3902642,437886,10497525,43570523
six half terms,201617,National,E92000001,England,State-funded primary,,FSM_unclassified,,33915,984938,162624,70207,92417,16.5,7.1,9.4,13910,41,374645,147572,59225,88347,39.4,15.8,23.6,26359,2629,5506,1,2596,551,.,2375,29188,69205,7508,1768,74586,7034,90896,160101
six half terms,201617,National,E92000001,England,State-funded primary,,FSM_eligible_in_last_6_years,,1007410,355373725,19478345,13208613,6269732,5.5,3.7,1.8,158075,15.7,50930776,8238098,4829429,3408669,16.2,9.5,6.7,10217011,1010174,323321,654,62732,218475,.,207550,1024540,13064457,1491320,627526,3749503,338923,6207272,19271729
six half terms,201617,National,E92000001,England,State-funded primary,,FSM_not_eligible_in_last_6_years,,2864670,1044729124,36726007,28366016,8359991,3.5,2.7,0.8,156100,5.4,51624430,7579368,5284975,2294393,14.7,10.2,4.4,22182436,2152031,657125,1296,123221,1053772,.,107295,1742460,28019636,4875252,388944,2671637,314522,8250355,36269991
six half terms,201617,National,E92000001,England,State-funded primary,,FSM_unclassified_in_last_6_years,,37420,4222415,391563,206810,184753,9.3,4.9,4.4,11055,29.5,1023560,294555,132374,162181,28.8,12.9,15.8,119914,11531,7080,2,7843,5576,.,7103,44668,203717,34411,5535,128487,13430,181863,385580
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_provision_No_identified_SEN,,3315060,1202111807,45411659,33592524,11819135,3.8,2.8,1,228620,6.9,75624611,11223066,7015725,4207341,14.8,9.3,5.6,26680218,2318867,845003,1611,137956,1105398,.,90979,2017431,33197463,5540002,733769,4891337,512568,11677676,44875139
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_provision_Statement_or_EHCP,,55345,19697151,1298734,1051750,246984,6.6,5.3,1.3,10650,19.2,3544868,681221,532630,148591,19.2,15,4.2,655621,163836,13166,89,2263,25922,.,33027,144616,1038540,77154,26344,127527,12693,243718,1282258
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_provision_SEN_Support,,505720,181591495,9729753,7070133,2659620,5.4,3.9,1.5,72280,14.3,24057600,4065587,2641477,1424110,16.9,11,5.9,5158762,688531,123971,251,51370,145988,.,195574,621229,6985676,777010,260212,1458864,134742,2630828,9616504
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_provision_Unclassified,,33370,924811,155769,67032,88737,16.8,7.2,9.6,13680,41,351687,142147,56946,85201,40.4,16.2,24.2,24760,2502,5386,1,2207,515,.,2368,28392,66131,6817,1680,71899,6872,87268,153399
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Autistic_spectrum_disorder,,36685,13256891,766295,593915,172380,5.8,4.5,1.3,5575,15.2,1882880,360041,260080,99961,19.1,13.8,5.3,401367,57972,6456,15,484,16192,.,16256,87221,585963,52615,17519,92072,7962,170168,756131
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Hearing_impairment,,8870,3223791,162685,127763,34922,5,4,1.1,1090,12.3,380093,57669,41427,16242,15.2,10.9,4.3,85906,25521,3390,0,534,3131,.,729,7387,126598,14358,2573,16053,1600,34584,161182
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Moderate_learning_difficulty,,131575,47608259,2590135,1805159,784976,5.4,3.8,1.6,19520,14.8,6685890,1081270,652809,428461,16.2,9.8,6.4,1393011,152727,35291,52,22987,35322,.,22161,124072,1785623,216731,72376,448546,39966,777619,2563242
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Multi-sensory_impairment,,1485,542787,30325,25097,5228,5.6,4.6,1,210,14,72325,12855,10130,2725,17.8,14,3.8,16805,4505,290,0,106,527,.,231,2242,24706,1740,565,2564,296,5165,29871
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_No_specialist_assessment,,23900,8667619,456902,325488,131414,5.3,3.8,1.5,3240,13.6,1109901,179447,110097,69350,16.2,9.9,6.2,247606,25445,9213,21,2806,6792,.,3977,23597,319457,38486,12177,70794,7674,129131,448588
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Other_difficulty/disability,,22420,8160825,501899,394381,107518,6.2,4.8,1.3,3885,17.3,1361594,246865,187858,59007,18.1,13.8,4.3,280222,58011,4965,3,1997,9209,.,5569,29802,389778,33805,10751,55310,6851,106717,496495
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Physical_disability,,15045,5494347,426152,359985,66167,7.8,6.6,1.2,3730,24.8,1330396,249581,208536,41045,18.8,15.7,3.1,229770,90185,3696,5,427,7732,.,934,23864,356613,23113,6272,32231,3855,65471,422084
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,1450,517971,40412,34739,5673,7.8,6.7,1.1,355,24.5,123019,23494,19755,3739,19.1,16.1,3,21838,7212,392,0,96,929,.,198,3885,34550,1981,726,2348,570,5625,40175
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Social_emotional_and_mental_health,,85955,30318324,1895599,1383532,512067,6.3,4.6,1.7,15825,18.4,5081398,983500,673102,310398,19.4,13.2,6.1,822212,123654,11492,166,3435,24688,.,137053,237499,1360199,118136,66736,296828,23315,505015,1865214
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Speech_language_and_communications_needs,,138600,50386559,2478018,1835721,642297,4.9,3.6,1.3,16490,11.9,5680503,899828,587490,312338,15.8,10.3,5.5,1388803,186372,43808,40,8986,38215,.,22774,129423,1818421,208319,58481,337078,32550,636428,2454849
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Severe_learning_difficulty,,3840,1361994,89496,71320,18176,6.6,5.2,1.3,770,20.1,256983,45406,34603,10803,17.7,13.5,4.2,47869,10919,1031,3,307,1717,.,1264,7480,70590,5824,1945,9051,1117,17937,88527
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Specific_learning_difficulty,,54225,19804714,964078,719044,245034,4.9,3.6,1.2,6315,11.6,2190146,345044,225759,119285,15.8,10.3,5.4,557197,65309,7512,27,6021,17190,.,8357,49831,711444,84430,22323,123167,12670,242590,954034
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Visual_impairment,,5010,1828947,102320,79838,22482,5.6,4.4,1.2,730,14.5,257159,41851,30291,11560,16.3,11.8,4.5,52768,17133,1906,1,209,1929,.,616,4657,79219,8626,1983,10644,1014,22267,101486
six half terms,201617,National,E92000001,England,State-funded primary,,SEN_primary_need_Unclassified,,32015,10115618,524171,365901,158270,5.2,3.6,1.6,5195,16.2,1190181,219957,132170,87787,18.5,11.1,7.4,269009,27402,7695,7,5238,8337,.,8482,34885,361055,46000,12129,89705,7995,155829,516884
six half terms,201617,National,E92000001,England,State-funded primary,,First_language_Known_or_believed_to_be_English,,3079340,1114658548,44575804,33216092,11359712,4,3,1,251920,8.2,82001454,12867638,8380599,4487039,15.7,10.2,5.5,26242619,2579689,219565,1437,190582,1031279,.,295917,2224979,32786067,4865625,891264,4955756,499812,11212457,43998524
six half terms,201617,National,E92000001,England,State-funded primary,,First_language_Known_or_believed_to_be_other_than_English,,824535,287809001,11938202,8508443,3429759,4.1,3,1.2,72610,8.8,21399569,3215547,1849385,1366162,15,8.6,6.4,6235440,589977,764341,514,2972,245125,.,25504,581877,8445750,1527588,129161,1580443,165360,3402552,11848302
six half terms,201617,National,E92000001,England,State-funded primary,,First_language_Unclassified,,5625,1857715,81909,56904,25005,4.4,3.1,1.3,695,12.4,177743,28836,16794,12042,16.2,9.4,6.8,41302,4070,3620,1,242,1419,.,527,4812,55993,7770,1580,13428,1703,24481,80474
six half terms,201617,National,E92000001,England,State-funded secondary,,Total,,2895975,1003038626,53682923,38499947,15182976,5.4,3.8,1.5,392200,13.5,123321270,24275357,14279358,9995999,19.7,11.6,8.1,28361867,3441275,640291,611726,57664,412313,.,1520471,3346556,38392163,2526937,583351,11113007,928170,15151465,53543628
six half terms,201617,National,E92000001,England,State-funded secondary,,Gender_male,,1468045,507700289,26983097,19371840,7611257,5.3,3.8,1.5,196475,13.4,61543879,12152388,7142350,5010038,19.7,11.6,8.1,14017725,1596261,332826,326573,31908,204852,.,1092762,1712589,19315496,1256703,306322,5563300,466837,7593162,26908658
six half terms,201617,National,E92000001,England,State-funded secondary,,Gender_female,,1427930,495338337,26699826,19128107,7571719,5.4,3.9,1.5,195725,13.7,61777391,12122969,7137008,4985961,19.6,11.6,8.1,14344142,1845014,307465,285153,25756,207461,.,427709,1633967,19076667,1270234,277029,5549707,461333,7558303,26634970
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Major_White_Total,,2180200,757227541,42237076,30437786,11799290,5.6,4,1.6,313435,14.4,99381985,19942432,11791012,8151420,20.1,11.9,8.2,22929228,2706821,43687,455897,54308,317153,.,1151097,2706917,30365108,1863211,426643,8831986,656473,11778313,42143421
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_British,,2012955,700425435,38862423,28304578,10557845,5.5,4,1.5,286070,14.2,91123245,18326972,10994809,7332163,20.1,12.1,8,21378962,2511467,21562,425216,32982,288924,.,1067303,2512498,28238914,1659387,390756,7925630,562980,10538753,38777667
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Irish,,9000,3126157,191811,138942,52869,6.1,4.4,1.7,1455,16.2,449743,94633,53990,40643,21,12,9,99458,13217,212,3377,557,1090,.,5178,15353,138442,5320,2409,40045,4967,52741,191183
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Traveller_of_Irish_heritage,,1215,359565,63764,29827,33937,17.7,8.3,9.4,725,59.5,200060,56604,24554,32050,28.3,12.3,16,13557,1639,70,52,5542,121,.,3197,5582,29760,2074,946,27895,2945,33860,63620
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Gypsy_Roma,,8615,2625257,390294,155512,234782,14.9,5.9,8.9,4655,54,1343856,323211,120088,203123,24.1,8.9,15.1,85491,11891,489,903,13758,787,.,17539,24290,155148,22416,4100,191911,16232,234659,389807
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_white_background,,148415,50691127,2728784,1808927,919857,5.4,3.6,1.8,20530,13.8,6265081,1141012,597571,543441,18.2,9.5,8.7,1351760,168607,21354,26349,1469,26231,.,57880,149194,1802844,174014,28432,646505,69349,918300,2721144
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Mixed_Total,,144735,49955772,2847718,1949683,898035,5.7,3.9,1.8,22285,15.4,6948585,1381846,761419,620427,19.9,11,8.9,1387801,169246,34913,34627,233,20834,.,108014,188354,1944022,107770,47371,682991,58537,896669,2840691
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Black_Caribbean,,42010,14323791,985808,630088,355720,6.9,4.4,2.5,8550,20.4,2678567,555234,290120,265114,20.7,10.8,9.9,444992,50536,936,7838,77,4796,.,48262,71574,629011,32063,19467,281658,22055,355243,984254
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Black_African,,17980,6204231,325943,222151,103792,5.3,3.6,1.7,2470,13.7,754336,148889,80634,68255,19.7,10.7,9,157324,20002,3703,3186,74,2478,.,13754,20915,221436,11887,6181,78554,6993,103615,325051
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Asian,,32900,11528298,584396,431211,153185,5.1,3.7,1.3,4100,12.5,1296658,249926,149400,100526,19.3,11.5,7.8,310362,38063,13966,10268,14,5560,.,14564,36596,429393,24272,6569,112761,9373,152975,582368
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_Mixed_background,,51845,17899452,951571,666233,285338,5.3,3.7,1.6,7160,13.8,2219024,427797,241265,186532,19.3,10.9,8.4,475123,60645,16308,13335,68,8000,.,31434,59269,664182,39548,15154,210018,20116,284836,949018
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Asian_Total,,298460,104588906,4701768,3440789,1260979,4.5,3.3,1.2,28155,9.4,9009756,1450066,888817,561249,16.1,9.9,6.2,2295198,295620,423356,72880,127,41172,.,79677,209435,3417465,368134,39943,747417,98739,1254233,4671698
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Indian,,79235,27835953,993120,785921,207199,3.6,2.8,0.7,4770,6,1493640,240579,163768,76811,16.1,11,5.1,556593,76205,39403,29228,31,13570,.,9586,54339,778955,70604,7029,111368,15327,204328,983283
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Pakistani,,121690,42637941,2285008,1599147,685861,5.4,3.8,1.6,15435,12.7,5000812,807169,477305,329864,16.1,9.5,6.6,1019077,125303,269691,21424,39,14069,.,46454,90155,1586212,207026,19379,404276,52179,682860,2269072
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Bangladeshi,,49625,17507624,803924,582635,221289,4.6,3.3,1.3,4485,9,1470705,233007,139370,93637,15.8,9.5,6.4,404074,47521,77132,5165,18,5365,.,14081,27860,581216,49121,8601,146803,16583,221108,802324
six half terms,201617,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_Asian_background,,47910,16607388,619716,473086,146630,3.7,2.8,0.9,3465,7.2,1044599,169311,108374,60937,16.2,10.4,5.8,315454,46591,37130,17063,39,8168,.,9556,37081,471082,41383,4934,84970,14650,145937,617019
